AC_YEAR,STATCD,STATNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCHTOT,,SCHTOTG,,,,,,,,,SCHTOTP,,,,,,,,,SCHTOTM,SCHTOTGR,SCHTOTGA,SCHTOTPR,SCHBOYTOT,ENRTOT,ENRTOTG,ENRTOTP,ENRTOTM,ENRTOTGR,ENRTOTPR,TCHTOTG,TCHTOTP,TCHTOTM,SCLSTOT,STCHTOT,ROADTOT,SPLAYTOT,SBNDRTOT,SGTOILTOT,SBTOILTOT,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHF9,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,TCHMTOT,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT
2015-16,21,ODISHA,30,423,39334,4880,41947,13.15,12,13.97,978,17.1,22.8,73.45,64.36,82.4,155707,3963217,2351996,68978,,58476,,,,,,,,,8537,,,,,,,,,1965,55324,63336,7271,67863,6328084,5053711,1023703,250670,4645616,638657,226397,69979,18612,6407,2453,62223,20908,46461,66780,63678,68618,5136,8044,145,1301,57,1242,5039,20964,1365,3654,124,371,50,920,3418,9902,12944,7360,37,1283,18,647,1669,23958,15123,8187,49,1497,24,748,2268,27896,11942,2087,48,66,25,137,207,14512,34779,16272,7,3787,27,1388,6276,62536,23199,12750,4,2564,19,1102,3651,43289,32803,15602,7,3615,25,1331,5939,59322,23213,1727,3,1307,3,31,3281,29565,34697,16156,33,3785,40,1398,5996,62105,102132,107485,2904,11034,323,13914,16690,254482,96919,119475,5144,11845,980,23945,56680,314988,43864,57775,3067,4044,321,10768,16118,0,135957,53055,61700,2077,7801,659,13177,40562,179031,933493,1379598,59212,155183,5241,259562,266093,3058382
2015-16,22,CHHATTISGARH,27,146,21834,2664,25540,16.39,14.03,22.59,991,12.8,30.6,71.04,60.59,81.45,135191,2792441,1626381,50705,,44387,,,,,,,,,6100,,,,,,,,,218,41797,44787,3633,49534,4457355,3281478,1159774,16103,2963192,560972,151867,62097,763,1152,2548,44893,27670,30978,49331,48898,50291,19240,2384,1075,8387,289,515,943,32833,991,1154,858,1768,167,353,261,5552,11772,472,150,4459,108,91,498,17550,14821,894,343,5449,169,197,645,22518,8177,1785,395,7203,147,241,449,18397,30840,206,19,11784,236,4,1215,44304,25041,155,8,8875,152,1,976,35208,29114,198,11,10877,211,3,1132,41546,16935,297,22,3425,50,18,139,20886,30889,216,37,11812,258,5,1222,44439,105689,21162,12374,41885,1558,4835,4555,192058,100790,23211,21572,48688,3526,7258,9682,214727,38178,15707,13664,15654,1412,4598,3546,0,92759,62612,7504,7908,33034,2114,2660,6136,121968,1051793,204893,198694,569304,20549,64711,75077,2185121
2015-16,23,MADHYA PRADESH,51,319,54762,3182,72598,21.99,14.53,20.3,930,15.6,21.1,70.63,60.02,80.53,308245,8585339,4989418,142587,,114465,,,,,,,,,26452,,,,,,,,,1670,107583,115393,13672,137546,12801969,7979306,4689747,132916,7174368,1926579,288586,233721,6302,4416,18915,127889,93444,63436,134128,132454,137328,8567,13961,3587,6210,232,2543,40,35140,2566,8544,3281,4079,185,2122,29,20806,26737,4859,1484,10646,95,911,19,44751,32735,6700,1822,12386,114,1176,22,54955,11846,11340,1144,14835,45,1325,15,40550,82889,68,18,29858,36,4,2,112875,49989,21,4,15204,14,1,2,65235,62269,32,8,22417,19,2,2,84749,49191,2955,152,7160,87,133,21,59699,83959,89,79,30268,85,16,4,114500,291747,130566,45622,119699,1526,25367,225,614752,223200,124291,62503,82326,3213,32701,375,528609,75262,71475,38565,25155,1174,19321,148,0,231100,147938,52816,23938,57171,2039,13380,227,297509,2548448,955864,670665,1624745,10073,287402,1001,6099329
2015-16,24,GUJARAT,33,253,19877,4307,60384,31.35,12.41,19.17,918,6.7,14.8,79.31,70.73,87.23,196024,5808398,3596398,44051,,33843,,,,,,,,,10205,,,,,,,,,3,30775,34633,4492,42653,9090714,5816280,3273318,1116,4875411,1057284,207688,117287,56,506,678,42617,33894,41032,42907,42603,44029,11744,28786,1503,815,220,680,166,43914,3328,26164,1457,658,202,627,87,32523,5868,15250,529,385,93,209,69,22403,6075,16291,801,460,132,337,98,24194,3049,4549,744,270,73,386,149,9220,10494,22105,20,370,81,8,70,33148,8705,18074,11,143,52,5,37,27027,9056,18757,12,179,62,6,50,28122,6400,2362,38,121,33,38,55,9047,10663,22765,60,533,116,17,64,34218,40094,250463,20835,5325,1119,7172,404,325412,35010,237431,34474,4492,3809,8823,992,325031,17867,131442,22526,2654,1163,6188,364,0,182204,17143,105989,11948,1838,2646,2635,628,142827,376728,3317314,343509,67993,13575,88876,9067,4217062
2015-16,25,DAMAN & DIU,2,2,39,7,243,23.61,10.65,53.54,618,2.5,6.3,87.07,79.59,91.48,112,22119,12424,120,,94,,,,,,,,,26,,,,,,,,,0,72,98,11,117,27978,14903,13075,0,10178,6626,631,532,0,1,1,119,60,111,117,117,120,59,6,8,38,4,5,0,120,10,6,8,36,4,5,0,69,22,0,1,19,1,1,0,44,23,0,1,21,1,1,0,47,11,5,3,5,1,3,0,28,53,0,2,38,2,1,0,96,44,0,2,33,2,1,0,82,53,0,2,38,2,1,0,96,14,1,0,8,1,0,0,24,53,0,0,38,3,1,0,95,323,53,188,190,33,59,0,846,332,80,270,293,90,98,0,1163,258,69,223,151,33,61,0,0,795,74,11,42,142,57,37,0,363,4874,443,3849,2739,224,866,0,12995
2015-16,26,DADRA & NAGAR HAVELI,1,1,70,11,343,14.72,14.35,55.5,775,1.8,52,77.65,65.93,86.46,451,43860,25043,323,,275,,,,,,,,,44,,,,,,,,,4,257,287,33,322,58974,41755,17072,147,31495,8731,1575,821,15,4,6,299,141,178,323,322,323,176,128,7,1,1,9,0,322,21,88,7,1,1,9,0,127,111,101,1,0,0,1,0,214,111,101,2,0,0,2,0,216,87,26,3,1,0,3,0,120,165,114,0,0,0,4,0,283,34,14,0,0,0,4,0,52,165,114,0,0,0,4,0,283,107,1,0,1,0,0,0,109,160,114,0,1,0,3,0,278,463,1058,195,2,6,95,0,1819,456,1355,427,3,23,147,0,2411,261,831,332,3,6,91,0,0,1524,195,524,95,0,17,56,0,887,4512,18209,3258,50,65,1478,0,27572
2015-16,27,MAHARASHTRA,36,408,43661,5583,112373,36.58,11.43,15.99,925,11.8,9.4,82.91,75.48,89.82,307713,10258679,6063279,98213,,67294,,,,,,,,,30383,,,,,,,,,536,61769,85476,16202,96345,16043775,5949222,10019040,75513,4812612,4027075,265657,397478,3203,3135,3032,95739,85623,79846,96490,95551,97935,41842,27297,924,84,4592,2114,7539,84392,18860,21910,915,74,4578,2057,7499,55893,31102,18113,512,52,3051,1124,4957,58911,33058,19372,576,60,3379,1321,5551,63317,12911,4290,303,65,249,929,1039,19786,47446,24161,290,29,4223,635,6274,83058,39804,18567,203,7,2851,467,3871,65770,44138,20639,258,12,3688,573,5234,74542,35992,2695,36,52,63,64,511,39413,47631,24598,442,30,3758,906,5779,83144,169023,220060,14101,431,41385,24337,46876,516213,157865,219522,29157,398,121028,36348,102020,666338,74117,106059,16217,231,34701,20973,36083,0,288381,83748,113463,12940,167,86327,15375,65937,377957,1802256,3056026,249509,4349,895519,391712,959883,7519261
2015-16,28,ANDHRA PRADESH,13,670,15075,5076,84666,24.58,10.21,11.1,992,16.4,7,67.66,59.74,75.56,275045,4198314,2538445,60435,,44399,,,,,,,,,15515,,,,,,,,,521,40448,46673,8427,59411,5611310,3128681,2441204,41425,2687236,1154100,182221,92469,2210,7904,9634,56961,33051,36954,59873,59222,57562,35381,9467,170,2,154,1389,9359,55922,4450,4519,153,1,126,1032,7504,17785,8591,2299,26,0,79,150,2353,13498,12802,3307,51,0,110,349,3462,20081,6060,3833,57,1,158,856,4130,15095,34426,5368,25,1,155,71,5515,45561,14666,3455,21,0,35,44,2429,20650,25899,4554,22,1,132,64,4715,35387,25736,2143,9,2,2,85,1446,29423,34016,5318,101,1,130,396,5437,45399,124687,68730,1835,4,971,13631,60301,270159,99912,54749,3018,3,2084,14397,102737,276900,49752,27841,1757,2,950,7852,42401,0,130555,50160,26908,1261,1,1134,6545,60336,146345,1184344,547106,36644,16,18418,199741,724833,2711102
2015-16,29,KARNATAKA,34,203,29449,4063,61131,29.38,11.21,15.67,968,17.1,7,75.6,68.13,82.85,191791,5249682,3142541,61739,,45556,,,,,,,,,16157,,,,,,,,,26,40364,48676,7089,60912,8340373,4249264,4089590,1519,3498190,1473919,175780,136767,115,2146,5391,56984,39568,47423,61109,60570,61724,25497,29463,711,456,59,2841,754,59781,3564,13467,684,296,55,2500,575,21141,6294,7989,81,117,16,408,119,15024,7836,9078,108,145,22,584,185,17958,7867,3501,286,273,16,1199,579,13721,22437,24373,15,192,39,510,501,48067,17817,19200,3,114,30,361,233,37758,18789,20172,5,130,31,387,274,39788,20820,4483,23,152,2,71,44,25595,21462,22359,17,181,30,445,267,44761,78689,229728,11491,2007,480,37513,3434,363342,63811,183344,12245,1698,1047,44082,6435,312662,34381,108233,9875,1087,353,32185,2435,0,188549,29356,75007,2367,611,694,11849,3990,123874,500328,2519183,161482,22605,5168,504280,55831,4034327
2015-16,30,GOA,2,12,530,111,1458,46,9.57,8.17,968,1.7,10.2,87.4,81.84,92.81,3702,120687,73445,1462,,886,,,,,,,,,576,,,,,,,,,0,765,1316,384,1455,196309,37878,158431,0,28397,87404,3247,8135,0,179,305,1433,702,1164,1451,1455,1462,970,72,15,13,5,165,218,1458,135,60,15,11,5,165,218,609,270,29,5,0,2,12,31,349,353,34,8,2,2,41,56,496,113,22,2,5,0,7,14,163,849,59,4,9,4,156,214,1295,1,0,0,0,1,3,1,6,2,0,0,0,1,3,1,7,705,29,1,2,1,2,23,763,853,55,6,9,4,151,215,1293,2950,453,319,45,30,2057,1387,7241,3016,691,560,67,152,3751,3145,11382,2733,559,431,51,81,3074,2168,0,9097,283,132,129,16,71,677,977,2285,26372,3345,5153,513,375,38575,19649,93982
2015-16,31,LAKSHADWEEP,1,3,10,9,64,41.86,11,6.23,946,0,94.8,92.28,88.25,96.11,32,5973,3805,41,,41,,,,,,,,,0,,,,,,,,,0,32,41,0,41,7576,7576,0,0,5983,0,888,0,0,0,0,33,10,24,41,41,41,17,13,4,1,5,1,0,41,17,13,4,1,5,1,0,41,5,6,1,0,2,1,0,15,8,7,2,0,2,1,0,20,6,2,1,1,0,0,0,10,17,13,3,1,4,1,0,39,15,13,3,1,4,1,0,37,15,13,3,1,4,1,0,37,1,1,0,0,2,0,0,4,17,13,4,1,5,1,0,41,139,150,49,15,28,11,0,392,204,250,171,26,214,23,0,888,99,109,90,12,90,12,0,0,412,105,141,81,14,124,11,0,476,1067,1439,583,232,306,97,0,3724
2015-16,32,KERALA,14,166,1907,1375,33388,24.76,9.95,44.86,1084,9.1,1.5,93.91,91.98,96.02,38863,2586473,1618453,16458,,4573,,,,,,,,,10225,,,,,,,,,1660,3733,11435,8217,16246,4012416,889125,2901916,221375,707281,2137218,61636,166596,15653,322,366,15992,12061,13660,16217,15939,16404,7916,3294,1397,643,1005,1183,367,15805,7665,3268,1389,648,1018,1162,370,15520,3178,1190,352,260,413,276,144,5813,3507,1341,423,281,458,359,156,6525,901,615,196,8,8,435,11,2174,6518,2095,485,629,965,285,343,11320,6031,1966,462,575,908,269,317,10528,6491,2092,483,625,963,284,343,11281,3526,324,37,156,54,39,27,4163,5536,1736,485,551,834,274,287,9703,51419,43025,31335,5327,15449,17752,3936,168243,48063,46796,59097,6385,50321,25213,8010,243885,38757,36400,47991,4431,34977,21438,6353,0,190347,9304,10390,11096,1953,15340,3775,1657,53515,404657,437452,475873,57349,241320,228333,64206,1959627
2015-16,33,TAMIL NADU,30,413,19301,4092,72139,38.1,9.56,15.6,995,20,1.1,80.3,73.86,86.81,130058,5534978,3706996,57539,,38200,,,,,,,,,19163,,,,,,,,,176,32895,46593,10564,56356,9236192,4170562,5047629,18001,3199070,2187864,270272,285816,1713,0,1283,56547,44295,45782,56787,56205,57514,34724,9556,2654,120,4162,1786,3771,56773,14202,7891,2656,91,4076,1766,2456,33138,12746,4783,624,45,1917,377,1712,22204,17989,5593,1377,69,2448,872,2172,30520,5048,794,682,72,344,733,1207,8880,28948,8683,75,65,3859,35,3589,45254,27075,8456,67,61,3623,32,2970,42284,28016,8655,75,64,3806,35,3244,43895,17144,352,19,58,119,28,284,18004,27348,8148,87,69,3508,55,3374,42589,158846,77998,59873,490,30542,25761,15126,368636,144224,81286,121950,758,126527,40069,42987,557801,120701,58412,99006,657,73896,34522,25159,0,412353,23523,22874,22944,101,52613,5547,17828,145430,1491832,908881,917137,6599,603164,316866,259051,4503530
2015-16,34,PUDUCHERRY,4,6,145,33,1244,52.12,10.25,27.72,1038,15.7,0,86.55,81.22,92.12,479,122695,75174,719,,421,,,,,,,,,298,,,,,,,,,0,238,454,140,686,169462,48595,120867,0,25006,48371,4759,7369,0,8,0,718,521,685,693,686,719,278,86,100,1,52,166,36,719,276,84,100,1,52,161,36,710,160,42,27,1,37,42,29,338,168,51,57,1,38,75,31,421,45,21,20,1,0,50,0,137,240,49,10,1,49,53,36,438,17,3,1,0,3,7,2,33,18,3,1,0,3,7,2,34,127,10,3,0,5,5,4,154,240,48,12,1,50,56,36,443,1400,796,2015,12,296,1765,194,6478,1501,1015,4556,11,1558,2869,618,12128,1098,719,3460,8,855,2219,357,0,8716,403,296,1096,3,703,650,261,3412,11161,7041,35432,189,4317,21912,2288,82340
2015-16,35,A & N ISLANDS,3,9,198,37,380,30.58,10.4,6.68,878,0,7.5,86.27,81.84,90.11,8249,35315,22232,410,,340,,,,,,,,,70,,,,,,,,,0,307,342,44,409,50113,37171,12942,0,25201,4930,4350,996,0,13,18,353,238,278,410,409,410,171,80,40,0,19,49,0,359,62,66,37,0,18,49,0,232,36,22,8,0,7,14,0,87,75,41,16,0,10,26,0,168,57,15,4,0,3,5,0,84,182,60,31,0,17,43,0,333,45,21,10,0,5,16,0,97,64,29,13,0,8,24,0,138,167,12,0,0,5,4,0,188,183,60,34,0,18,43,0,338,895,723,569,0,106,462,0,2755,935,1038,1835,0,546,992,0,5346,593,679,1146,0,299,626,0,0,3343,342,359,689,0,247,366,0,2003,5010,5164,8581,0,1279,4560,0,24594
2015-16,36,TELANGANA,10,459,9934,1776,352,38.67,39.2,13.58,987,15.4,9.3,66.46,57.92,74.95,114840,3151811,1966365,40818,,28679,,,,,,,,,11541,,,,,,,,,598,25590,29421,4541,39736,5005185,2238721,2690844,75620,1824558,944525,127825,99020,2423,3914,4860,38315,24750,27916,40382,39736,38293,18033,6685,154,0,148,4669,6344,36033,1988,3289,126,0,153,3783,4823,14162,3600,1286,17,0,51,406,1454,6814,5450,2016,43,0,100,1014,2170,10793,4592,3125,58,0,183,2724,2012,12694,19723,3361,24,0,179,103,4902,28292,9774,2417,19,0,36,61,2288,14595,17231,3199,24,0,162,96,4421,25133,13397,1115,4,0,0,165,1050,15731,19579,3384,62,0,103,294,5008,28430,76082,52862,1982,0,1165,49790,37117,218998,58610,44336,3107,0,3198,51227,68790,229268,30083,23532,2036,0,1369,26576,30561,0,114157,28527,20804,1071,0,1829,24651,38229,115111,739808,447384,40484,0,23344,730993,446308,2428321
